Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_AGR,PT,2025-03-26T00:00:00,2023,6.38994
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_AGR,PT,2025-03-26T00:00:00,2023,7.03484
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_AGR,PT,2025-03-26T00:00:00,2023,7.06666
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_AGR,PT,2025-03-26T00:00:00,2023,8.01575
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_AGR,PT,2025-03-26T00:00:00,2023,8.0219
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_AGR,PT,2025-03-26T00:00:00,2023,8.02142
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_AGR,PT,2025-03-26T00:00:00,2023,8.02528
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_AGR,PT,2025-03-26T00:00:00,2023,8.01194
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.60364
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.93828
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.37553
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.37552
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.37483
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.37484
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.37484
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.37484
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.43175
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.43175
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.43182
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.3877
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.3877
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.38734
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.38734
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_ARMS,PT,2025-03-26T00:00:00,2023,1.38734
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,10.7282
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.73282
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.82177
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.82182
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.8201
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.81986
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.82144
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.75925
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.77672
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.69199
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.77552
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.53086
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.49007
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.53027
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.52584
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_CLTH,PT,2025-03-26T00:00:00,2023,7.52584
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.93108
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.39114
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.32687
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.31143
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.29251
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.31198
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.2935
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.23664
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.27204
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.3329
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.32885
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.33362
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.33362
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.33362
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.33401
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_IND,PT,2025-03-26T00:00:00,2023,0.33397
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.29983
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.16938
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_OIL,PT,2025-03-26T00:00:00,2023,0.0
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,8.02406
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,5.1467
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,5.04683
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,5.10664
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,5.0301
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,5.05156
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,5.03028
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,5.02597
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,5.03549
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,4.94114
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,5.02756
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,4.88207
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,4.86888
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,4.86918
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,4.8708
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,12,AGG_TXT,PT,2025-03-26T00:00:00,2023,4.87079
