Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,BASE_PER,Value
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,8125262.5905
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,8294181.98884
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,8303946.75832
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,12244822.7
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,12277884.4
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,11976165.0
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,12280543.0
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,12746516.0
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,12868862.2
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,13341555.0
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,13540062.0
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,13469317.0
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,14119149.7
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,14859545.0
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,15382931.5
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,16028278.5
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,16717423.0
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,17583468.0
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,17904487.2
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,17754983.4
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,17318006.9
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,17283337.5
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,17414926.6
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,17803264.9
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,17946375.63087
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,18208990.88805
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF122,T,2025-05-21T00:00:00,2023,,17973133.65107
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,4840179.56
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,5015312.84
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,5059626.36
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,5246129.24
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,5563796.2
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,5583536.92
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,5346707.76
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,5662137.04
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,5673855.56
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,5933903.24
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6161655.36
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6278725.44
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6480767.48
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6518434.96
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6709465.32
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6810362.32
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6769608.12
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6774611.4
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6812844.64
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6459608.4
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6109255.25209
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6551867.80712
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,6342149.48756
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF13,T,2025-05-21T00:00:00,2023,,5989032.78228
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,118803.9
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,138010.0
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,141454.8
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,159211.0
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,132490.2
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,141840.3
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,161771.8
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,157899.131
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,148881.43
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,146582.0
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,113449.0
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,122083.86
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,124750.407
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,122892.13
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,130241.17
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,125868.89
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,129475.88
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,135862.291
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,138887.0
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,122388.871
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,98681.2438
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,103766.36987
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,106473.8589
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF14,T,2025-05-21T00:00:00,2023,,106622.33498
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,3012393.00083
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,3164807.41345
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,3043490.26142
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,4062535.88942
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,4482115.99177
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,5302252.57186
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,6269676.84807
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,5600294.08105
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,7145310.94598
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,7412942.17545
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,6220506.70517
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,6440694.15875
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,7234856.76736
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,6904780.36359
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,7371912.03061
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,8304174.89156
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,7243403.06457
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,4953742.78401
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,5119123.38967
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,5154912.54488
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,5178678.02071
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,5415017.58259
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,5641460.93065
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF2,T,2025-05-21T00:00:00,2023,,5786811.09676
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,2843848.226
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,2947663.639
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,2750390.194
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,3889138.249
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,4217930.903
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,4996732.033
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,6110087.844
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,5440267.894
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,6869445.052
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,6992538.649
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,5867356.657
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,6149628.018
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,6952591.637
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,6655428.203
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,7122789.39
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,8029847.55
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,6944844.181
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,4730896.663
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,4838832.43789
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,4946755.90079
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,4957844.74636
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,5187068.53074
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,5400690.40024
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF21,T,2025-05-21T00:00:00,2023,,5536517.38255
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,168544.77483
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,217143.77445
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,293100.06742
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,173397.64042
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,264185.08877
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,305520.53886
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,159589.00407
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,160026.18705
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,275865.89398
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,420403.52645
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,353150.04817
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,291066.14075
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,282265.13036
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,249352.16059
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,249122.64061
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,274327.34156
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,298558.88357
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,222846.12101
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,280290.95178
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,208156.6441
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,220833.27436
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,227949.05185
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,240770.53041
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF22,T,2025-05-21T00:00:00,2023,,250293.71421
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,78339175.72
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,79767607.011
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,90624255.562
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,103434786.092
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,104104294.3486
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,112977702.915
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,129850191.766
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,150104691.914
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,194302122.732
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,193437524.287
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,182057398.191
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,173311131.563
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,175005952.624
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,160704958.65434
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,168567091.23466
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,203648261.06877
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,202668120.21316
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,219104382.85629
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,228453488.51867
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,209416025.6659
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,211199329.24791
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,223793700.55947
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,231637251.43464
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF3,T,2025-05-21T00:00:00,2023,,233851984.90818
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,46584982.01
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,47155768.3
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,49389799.89784
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,49735728.70013
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,45598756.11756
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,51704956.15
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,48731191.09
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,50502313.43
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,52397056.82
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,53898333.59
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,56058825.65
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,55645790.09
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,55072395.64
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,56471915.6
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,68751127.76
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,68058503.57
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,68233515.78182
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,69522103.3
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,73361936.63
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,72555818.64352
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,72514780.33391
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,75274752.96593
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,75983289.55202
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF4,T,2025-05-21T00:00:00,2023,,75627580.793
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,593000.0
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,547000.0
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,733000.0
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,604000.0
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,910000.0
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,689000.0
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,992000.0
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,826000.0
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,825000.0
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,166000.0
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,0.0
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF41,T,2025-05-21T00:00:00,2023,,0.0
