Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2017,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.006
2018,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0063
2019,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0065
2020,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0069
2021,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0073
2022,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0078
2023,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0082
2000,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.025
2001,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.029
2002,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.034
2003,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.038
2004,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.042
2005,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.045
2006,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.047
2007,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.049
2008,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.049
2009,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.049
2010,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.049
2011,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.049
2012,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.049
2013,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.05
2014,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.051
2015,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.052
2016,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.054
2017,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.056
2018,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.058
2019,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.061
2020,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.064
2021,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.069
2022,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.073
2023,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.078
2000,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.024
2001,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.029
2002,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.033
2003,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.037
2004,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.041
2005,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.044
2006,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.046
2007,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.048
2008,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.048
2009,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.048
2010,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.047
2011,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.047
2012,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.047
2013,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.048
2014,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.049
2015,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.05
2016,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.051
2017,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.053
2018,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.055
2019,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.058
2020,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.061
2021,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.065
2022,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.069
2023,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.074
2000,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.017
2001,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.02
2002,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.024
2003,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.027
2004,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.03
2005,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.033
2006,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.035
2007,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.036
2008,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.037
2009,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.037
2010,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.036
2011,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.036
2012,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.036
2013,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.036
2014,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.037
2015,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.037
2016,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.038
2017,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.038
2018,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.039
2019,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.04
2020,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.042
2021,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.045
2022,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.047
2023,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.05
2000,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0031
2001,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0038
2002,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0044
2003,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.005
2004,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0054
2005,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0057
2006,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0059
2007,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.006
2008,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0059
2009,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0058
2010,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0056
2011,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0055
2012,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0054
2013,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0054
2014,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0054
2015,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0054
2016,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0055
2017,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0056
2018,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0058
2019,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.006
2020,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0063
2021,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0067
2022,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0072
2023,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.0077
2000,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.018
2001,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.022
2002,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.026
2003,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.029
2004,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.033
2005,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.035
2006,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.037
2007,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.039
2008,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.04
2009,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.04
2010,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.039
2011,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.04
2012,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.041
2013,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.042
2014,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.043
2015,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.045
2016,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.046
2017,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.048
2018,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.05
2019,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.053
2020,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.055
2021,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.058
2022,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.062
2023,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.066
2000,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.029
2001,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.034
2002,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.04
2003,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.045
2004,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.049
2005,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.053
2006,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.055
2007,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.057
2008,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.057
2009,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.057
2010,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.056
2011,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.056
2012,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.056
2013,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.057
2014,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.058
2015,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.059
2016,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.061
2017,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.063
2018,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.066
2019,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.069
2020,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.073
2021,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.077
2022,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.082
2023,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,12,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.088
